0ad a26-12
libcddb 1.3.2-7
libcdio 2.1.0-3
libcdio-paranoia 10.2+2.0.1-3
libcdr 0.1.7-7
libcec 6.0.2-4
libcerf 1:2.4-1
libcgif 0.3.2-1
libchamplain 0.12.21-1
libchardet 1.0.6-1
libchewing 0.6.0-1
libck 0.7.1-1
libclastfm 0.5-8
libclc 16.0.6-1
libcli 1.10.7-1
libcloudproviders 0.3.5-1
libcmis 0.6.2-1
libcomps 0.1.20-1
libconfig 1.7.3-2
libcontentaction 0.4.3-1
libcoverart 1.0.0-5
libcpuid 0.6.4-2
libcroco 0.6.13-2
libcrossguid 1:0.2.2-4
libcryptui 1:3.12.2+r71+ged4f890e-1
libcss 0.9.2-1
libcuckoo 0.3.1-1
libcue 2.3.0-1
libcupsfilters 2.0.0-1
libcutefish 0.7-3
libcutl 1.11.0-3
libdaemon 0.14-5
libdatachannel 0.20.1-1
libdatovka 0.6.1-1
libdatrie 0.2.13-4
libdazzle 3.44.0-1
libdbi 0.9.0-5
libdbi-drivers 0.9.0-10
libdbusmenu 16.04.0.r498-2
libdbusmenu-qt 0.9.3+16.04.20160218-6
libdc1394 2.2.7-1
libdca 0.0.7-2
libde265 1.0.15-1
libdecor 0.2.2-1
libdeflate 1.19-1
libdex 0.4.3-1
libdiscid 0.6.4-2
libdispatch 5.5.0-1
libdisplay-info 0.1.1-3
libdmapsharing 3.9.13-1
libdmtx 0.7.7-1
libdnet 1.17.0-1
libdnf 0.73.0-1
libdom 0.4.2-1
libdrm 2.4.120-1
libdsme 0.66.8-1
libdv 1.0.0-11
libdvbpsi 1:1.3.3-3
libdvdcss 1.4.3-1
libdvdnav 6.1.1-2
libdvdread 6.1.3-2
libdwarf 1:0.9.1-1
libe-book 0.1.3-15
libebml 1.4.5-1
libebur128 1.2.6-1
libedit 20230828_3.1-1
libei 1.2.1-1
libelfin 0.3-2
libemf 1.0.13-2
libepc 0.4.6-2
libepoxy 1.5.10-2
libepubgen 0.1.1-4
libesmtp 1.1.0-2
libetonyek 0.1.10-3
libetpan 1.9.4-3
libev 4.33-2
libevdev 1.13.1-1
libevent 2.1.12-4
libewf 20140608-6
libexif 0.6.24-2
libextractor 1.13-1
libexttextcat 3.4.7-1
libfabric 1.20.0-1
libfakekey 0.3-2
libfaketime 0.9.10-1
libfbclient 4.0.0.2496-1
libfdk-aac 2.0.3-1
libffado 2.4.8-1
libffi 3.4.6-1
libfido2 1.14.0-2
libfilezilla 1:0.46.0-1
libfilteraudio 0.0.1-5
libfishsound 1.0.0-5
libfixposix 0.5.1-1
libfm 1.3.2-1
libfm-qt 1.4.0-2
libfontenc 1.1.7-1
libforensic1394 0.2-10
libfprint 1.94.7-1
libfreeaptx 0.1.1-1
libfreehand 0.1.2-4
libfreexl 2.0.0-1
libftdi 1.5-5
libftdi-compat 0.20-8
libgadu 1.12.2-13
libgcrypt 1.10.3-1
libgcrypt15 1.5.6-6
libgda 5.2.10-5
libgda6 6.0.0+r73+g94fa90ca2-1
libgdamm 4.99.11-2
libgdata 0.18.1-3
libgdiplus 5.6.1-4
libgedit-amtk 5.8.0-2
libgedit-gtksourceview 299.0.5-1
libgeotiff 1.7.1-2
libgepub 0.7.1-1
libgexiv2 0.14.2-1
libgig 4.4.1-1
libgit2 1:1.7.2-1
libgit2-glib 1.2.0-1
libglacierapp 0.9-1
libglib-testing 0.1.1-1
libglkterm 1.0.4-2
libglvnd 1.7.0-1
libgme 0.6.3-4
libgnome-keyring 1:3.12.0+r14+g23438cc-1
libgnomekbd 1:3.28.1-1
libgnt 2.14.3-1
libgooglepinyin 0.1.2-5
libgoom2 2k4-5
libgovirt 2:0.3.9-1
libgpg-error 1.48-1
libgphoto2 2.5.31-1
libgpiod 2.1-1
libgpod 0.8.3-15
libgravatar 23.08.5-1
libgringotts 1.2.1-14
libgrss 0.7.0+16+g971c421-3
libgsf 1.14.52-1
libgssglue 0.9-1
libgtop 2.41.3-1
libgudev 238-1
libguestfs 1.52.0-1
libgusb 0.4.8-1
libgweather-4 4.4.0-2
libgxps 0.3.2-4
libhandy 1.8.3-1
libhangul 0.1.0-4
libharu 2.4.4-1
libheif 1.17.6-3
libhomfly 1.02r6-2
libhubbub 0.3.8-1
libhx 4.16-1
libical 3.0.17-2
libice 1.1.1-2
libicns 0.8.1-10
libiconv 1.17-1
libid3tag 0.15.1b-12
libidl2 0.8.14-6
libidn 1.42-1
libidn11 1.33-2
libidn2 2.3.7-1
libiec61883 1.2.0-7
libieee1284 0.2.11-15
libifp 1.0.0.2-7
libigl 2.5.0-1
libiio 0.25-2
libilbc 3.0.4-2
libime 1.1.5-1
libimobiledevice 1.3.0-10
libindi 2.0.6-1
libindicator 12.10.1-10
libinfinity 0.7.2-2
libinput 1.25.0-1
libinsane 1.0.10-1
libinstpatch 1.1.6-2
libiodbc 3.52.16-1
libiptcdata 1.0.5-2
libircclient 1.10-5
libirman 0.5.2-4
libiscsi 1.19.0-2
libisl 0.26-1
libisoburn 1.5.6-1
libisofs 1.5.6-1
libixion 0.19.0-1
libjaylink 0.3.1-1
libjcat 0.2.1-1
libjpeg-turbo 3.0.2-2
libjpeg6-turbo 1.5.3-2
libjuice 1.3.4-1
libjxl 0.10.0-1
libkate 0.4.1-9
libkcddb 23.08.5-1
libkcompactdisc 23.08.5-1
libkdcraw 23.08.5-1
libkdegames 23.08.5-1
libkdepim 23.08.5-1
libkeccak 1.4-1
libkeduvocdocument 23.08.5-1
libkexiv2 23.08.5-1
libkeyfinder 2.2.8-1
libkgapi 23.08.5-1
libkiwix 12.1.1-2
libkkc 0.3.5-3
libkleo 23.08.5-1
libkolabxml 1.3.1-1
libkomparediff2 23.08.5-1
libksane 23.08.5-1
libksba 1.6.6-1
libkscreen 5.27.10-1
libksieve 23.08.5-1
libksysguard 5.27.10-1
libktorrent 23.08.5-1
liblangtag 0.6.7-1
liblas 1.8.1.r128+gded46373-8
liblastfm 1.1.0-1
liblc3 1.0.4-1
libldac 2.0.2.3-1
libldm 0.2.5-2
libliftoff 0.4.1-1
liblo 1:0.32-1
libloc 0.9.17-3
liblouis 3.28.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
liblscp 0.9.12-1
libltc 1.3.2-1
libluv 1.48.0_1-1
liblxqt 1.4.0-1
libmaa 1.4.7-2
libmad 0.15.1b-10
libmanette 0.2.7-1
libmatekbd 1.26.0-1
libmatemixer 1.26.1-1
libmateweather 1.26.3-1
libmatio 1.5.26-1
libmatroska 1.7.1-1
libmaxminddb 1.9.1-1
libmbim 1.30.0-1
libmcrypt 2.5.8-6
libmd 1.1.0-1
libmediaart 1.9.6-2
libmediainfo 24.01-1
libmemcached-awesome 1.1.4-2
libmesode 0.10.1-2
libmicrodns 0.2.0-1
libmicrohttpd 1.0.1-1
libmikmod 3.3.11.1-6
libmilter 8.17.2-1
libmirage 3.2.7-1
libmms 0.6.4-4
libmng 2.0.3-3
libmnl 1.0.5-1
libmodplug 0.8.9.0-5
libmodsecurity 1:3.0.12-1
libmodulemd 2.15.0-2
libmp3splt 0.9.2-4
libmp4v2 1:2.1.3-1
libmpack 1.0.5-3
libmpc 1.3.1-1
libmpd 11.8.17-5
libmpdclient 2.22-1
libmpeg2 0.5.1-8
libmspack 1:0.11alpha-1
libmspub 0.1.4-15
libmsym 0.2.3-8
libmtp 1.1.21-1
libmusicbrainz5 5.1.0-5
libmusicxml 3.22-2
libmwaw 0.3.22-1
libmygpo-qt 1.1.0-3
libmypaint 1.6.1-1
libmysofa 1.3.2-1
libnatpmp 20230423-2
libnbd 1.18.2-1
libndp 1.8-1
libnet 2:1.3-1
libnetfilter_conntrack 1.0.9-1
libnetfilter_log 1.0.2-1
libnetfilter_queue 1.0.5-1
libnewt 0.52.23-2
libnfc 1.8.0-2
libnfnetlink 1.0.2-1
libnfs 5.0.3-1
libnftnl 1.2.6-1
libnghttp2 1.59.0-2
libnghttp3 1.2.0-1
libngtcp2 1.3.0-1
libnice 0.1.21-2
libnids 1.26-5
libnih 1.0.3-4
libnitrokey 3.8-2
libnl 3.9.0-1
libnma 1.10.6-2
libnotify 0.8.3-1
libnova 0.15.0-3
libnpupnp 6.1.0-1
libnsbmp 0.1.7-1
libnsgif 1.0.0-1
libnsl 2.0.1-1
libnss_nis 3.2-1
libnsutils 0.1.1-1
libnvme 1.8-1
liboauth 1:1.0.3+r16+gc26f038-1
libodfgen 0.1.8-2
libofa 0.9.3-9
libofx 0.10.9-1
libogg 1.3.5-1
liboggz 1.1.1-7
libolm 3.2.16-1
libomemo 0.8.1-1
libomemo-c 0.5.0-1
libomxil-bellagio 0.9.3-4
libopencm3 r2848.8bc48374-1
libopenmpt 0.7.3-1
libopenraw 0.3.7-1
libopenshot 0.3.2-8
libopenshot-audio 0.3.2-1
libopensmtpd 0.7-2
libopusenc 0.2.1-4
liborcus 0.19.2-1
liborigin 3.0.2-1
libosinfo 1.11.0-1
libosmium 2.20.0-1
libosmosdr 0.1.r10.gba4fd96-3
libotf 0.9.16-4
libotr 4.1.1-4
libots 0.5.0-6
libp11 0.4.12-2
libpagemaker 0.0.4-3
libpam-google-authenticator 1.09-1
libpanel 1.4.1-1
libpano13 2.9.22-1
libpaper 2.1.3-1
libparserutils 0.2.5-1
libpcap 1.10.4-1
libpciaccess 0.18-1
libpeas 1.36.0-4
libpeas-2 2.0.1-1
libpg_query 15.4.2.3-1
libpgm 5.3.128-3
libphonenumber 1:8.13.31-1
libpillowfight 0.3.0-8
libpinyin 2.8.1-1
libpipeline 1.5.7-1
libplacebo 6.338.2-2
libplist 2.3.0-2
libpng 1.6.43-1
libpng12 1.2.59-2
libpoly 0.1.12-1
libportal 0.7.1-2
libppd 2.0.0-1
libpqxx 7.8.1-2
libprocps 3.3.17-3
libproxy 0.5.4-1
libpsl 0.21.2-1
libpst 0.6.76-9
libptytty 2.0-4
libpurple-lurch 0.7.0-1
libpwquality 1.4.5-3
libqaccessibilityclient 0.6.0-1
libqalculate 4.9.0-2
libqb 2.0.3-2
libqmi 1.34.0-1
libqrtr-glib 1.2.2-2
libqtxdg 3.12.0-2
libquotient 0.8.1.2-1
libquvi 0.9.4-7
libquvi-scripts 0.9.20131130-5
libqxp 0.0.2-11
librabbitmq-c 0.11.0-2
libraqm 0.10.1-1
libratbag 0.17-1
libraw 0.21.2-1
libraw1394 2.1.2-3
librdkafka 2.3.0-1
libre 3.9.0-1
libre-graph-api 1.0.4-3
librecad 2.2.0.2-2
libreoffice-fresh 24.2.0-2
libreoffice-still 7.6.5-1
libreplaygain 475-4
librepo 1.15.2-1
libressl 3.8.2-1
librest 0.9.1-2
libretls 3.8.1-1
libretro-beetle-pce 1205-1
libretro-beetle-pce-fast 1236-1
libretro-beetle-psx 2694-1
libretro-beetle-supergrafx 1002-1
libretro-blastem 2052-2
libretro-bsnes 1:3125-1
libretro-bsnes-hd 53-1
libretro-bsnes2014 1:577-2
libretro-citra 9304-1
libretro-desmume 6359-1
libretro-dolphin 33042-6
libretro-flycast 5957-1
libretro-gambatte 1017-1
libretro-genesis-plus-gx 2102-1
libretro-kronos 7016-2
libretro-mame 89040-1
libretro-mame2016 44430-1
libretro-melonds 2014-1
libretro-mesen 2903-2
libretro-mesen-s 916-3
libretro-mgba 8799-1
libretro-mupen64plus-next 1:454-1
libretro-nestopia 1:109-1
libretro-parallel-n64 5251-1
libretro-pcsx2 17053-2
libretro-picodrive 2363-1
libretro-play 8125-1
libretro-ppsspp 39481-1
libretro-sameboy 1720-2
libretro-scummvm 148571-1
libretro-shaders-slang 1403-1
libretro-snes9x 1:2533-1
libretro-yabause 3342-1
librevenge 0.0.5-2
librime 1:1.10.0-3
librist 0.2.10-2
librsvg 2:2.57.1-1
librsync 1:2.3.4-1
librtmp0 2.4-5
librttopo 1.1.0-5
librustls 0.12.0-2
libsamplerate 0.2.2-2
libsasl 2.1.28-4
libsass 3.6.6-1
libsbsms 2.3.0-3
libseccomp 2.5.5-2
libsecp256k1 1:0.3.2-3
libsecret 0.21.4-1
libsemigroups 2.7.3-1
libshairport 1.2.1.20121215-8
libshout 1:2.4.6-2
libshumate 1.1.3-1
libsidplayfp 2.6.0-1
libsigc++ 2.12.1-1
libsigc++-3.0 3.6.0-1
libsignal-protocol-c 2.3.3-1
libsigrok 0.5.2-13
libsigrokdecode 0.5.3-6
libsigsegv 2.14-2
libsixel 1.10.3-5
libskk 1.0.5-2
libslirp 4.7.0-1
libsm 1.2.4-1
libsmbios 2.4.3-6
libsmf 1.3-11
libsndfile 1.2.2-2
libsodium 1.0.19-2
libsolv 0.7.28-2
libsonic 0.2.0-1
libsoup 2.74.3-1
libsoup3 3.4.4-1
libsoxr 0.1.3-3
libspatialite 5.1.0-1
libspecbleach 0.1.6-2
libspectre 0.2.12-1
libspelling 0.2.0-2
libspf2 1.2.11-2
libspiro 1:20221101-2
libspnav 1.1-1
libspng 0.7.4-2
libsquish 1.15-7
libsrtp 1:2.5.0-1
libssh 0.10.6-2
libssh2 1.11.0-1
libstaroffice 0.0.7-2
libstatgrab 0.92.1-1
libstrophe 1:0.13.0-2
libsvgtiny 0.1.8-1
libsvm 3.32-1
libsysstat 0.4.6-2
libtar 1.2.20-6
libtasn1 4.19.0-1
libteam 1.32-1
libtecla 1.6.3-2
libtermkey 0.22-2
libtg_owt 0.git24.592b14d-1
libthai 0.1.29-3
libtheora 1.1.1-6
libtiff 4.6.0-2
libtiger 0.3.4-7
libtirpc 1.3.4-1
libtomcrypt 1.18.2-1
libtommath 1.2.1-1
libtool 2.4.7+4+g1ec8fa28-7
libtorrent 0.13.8-3
libtorrent-rasterbar 1:2.0.9-3
libtpms 0.9.6-1
libtraceevent 1:1.8.2-1
libtracefs 1.8.0-1
libu2f-server 1.1.0-5
libudev0-shim 1-4
libuhd 4.6.0.0-1
libunibreak 5.1-1
libuninameslist 20221022-1
libunistring 1.1-2
libunwind 1.7.2-1
libupnp 1.14.18-1
libupnpp 0.26.2-1
liburcu 0.14.0-1
liburing 2.5-1
libusb 1.0.27-1
libusbmuxd 2.0.2-3
libusbsio 2.1.11-3
libutf8proc 2.9.0-1
libutp r99.fda9f4b-1
libuv 1.48.0-1
libva 2.20.0-1
libva-intel-driver 2.4.1-2
libva-nvidia-driver 0.0.11-1
libva-utils 2.20.1-1
libva-vdpau-driver 0.7.4-6
libvarlink 23-1
libvdpau 1.5-2
libvdpau-va-gl 0.4.2-3
libverto 0.3.2-4
libvips 8.15.1-5
libvirt 1:10.0.0-3
libvirt-dbus 1.4.1-3
libvirt-glib 5.0.0-1
libvirt-python 1:10.0.0-1
libvisio 0.1.7-10
libvisual 0.4.2-1
libvncserver 0.9.14-2
libvoikko 4.3.2-2
libvolk 2:3.1.2-1
libvorbis 1.3.7-3
libvpl 2.10.2-1
libvpx 1.14.0-1
libvpx1.3 1.3.0-3
libvterm 0.3.3-1
libwacom 2.10.0-1
libwapcaplet 0.4.3-3
libwebp 1.3.2-1
libwebsockets 4.3.3-1
libwhereami 0.5.0-17
libwhich 1.2.0-1
libwlocate 1:0.1-3
libwmf 0.2.13-1
libwnck 2.31.0-3
libwnck3 43.0-3
libwpd 0.10.3-4
libwpe 1.14.2-1
libwpg 0.3.4-1
libwps 0.4.14-1
libwslay 1.1.1-5
libx11 1.8.7-1
libx86emu 3.5-3
libxaw 1.0.15-1
libxcb 1.16-1
libxcrypt 4.4.36-1
libxcursor 1.2.1-3
libxcvt 0.1.2-1
libxdmcp 1.1.4-2
libxext 1.3.6-1
libxfce4ui 4.18.5-1
libxfce4util 4.18.2-1
libxfce4windowing 4.19.3-1
libxfixes 6.0.1-1
libxfont2 2.0.6-2
libxft 2.3.8-1
libxi 1.8.1-1
libxisf 0.2.11-1
libxkbcommon 1.6.0-1
libxkbfile 1.1.3-1
libxklavier 5.4-5
libxml++ 3.2.5-1
libxml++-5.0 5.2.0-1
libxml++2.6 2.42.1-1
libxml2 2.12.5-1
libxmlb 0.3.15-1
libxmlrpc 1:1.59.02-1
libxmu 1.1.4-1
libxp 1.0.4-2
libxpm 3.5.17-1
libxrandr 1.5.4-1
libxrender 0.9.11-1
libxsd 4.2.0-1
libxsd-frontend 2.1.0-2
libxslt 1.1.39-1
libxt 1.3.0-1
libxtst 1.2.4-1
libxv 1.0.12-1
libxvmc 1.0.14-1
libxxf86vm 1.1.5-1
libyaml 0.2.5-2
libytnef 1:2.1.2-1
libyuv r2426+464c51a0-1
libzdb 3.2.3-1
libzen 0.4.41-1
libzim 9.0.0-2
libzip 1.10.1-1
libzmf 0.0.2-15
lidia 2.3.0-4
lifeograph 2.0.3-1
liferea 1.14.6-1
light-locker 1.9.0-5
lightdm 1:1.32.0-6
lightdm-gtk-greeter 1:2.0.8-3
lightdm-webkit2-greeter 2.2.5-7
lighttpd 1.4.73-1
lilv 0.24.24-1
lilypond 2.24.3-2
limesuite 23.11.0-1
limine 7.0.5-2
linbox 1.7.0-1
lincity-ng 2.0-10
linenoise-ng 1.0.1-2
links 2.29-1
linssid 3.6-10
linux 6.7.6.arch1-1
linux-api-headers 6.7-1
linux-atm 2.5.2-8
linux-firmware 20240220.97b693d2-1
linux-hardened 6.7.6.hardened1-1
linux-lts 6.6.18-1
linux-rt 6.7.0.6.realtime1-1
linux-rt-lts 6.6.15.22.realtime1-1
linux-tools 6.7-1
linux-zen 6.7.6.zen1-1
linuxconsole 1.8.1-1
linuxdoc-tools 0.9.83-1
linuxsampler 2.3.0-2
liquid-dsp 1.6.0-1
liquidsfz 0.3.2-1
liquidshell 1.9.0-3
lirc 1:0.10.2-3
liri-files 0.2.0.20200620-2
liri-terminal 0.2.0.20200620-1
liri-text 0.5.0-1
litehtml 0.9-1
liteide 38.3-1
live-media 2023.01.19-1
livewallpaper 0.5.0.333-4
lksctp-tools 1.0.19-1
lld 16.0.6-1
lldb 16.0.6-1
lldb-mi 0.0.1-1
lldpd 1.0.18-1
llvm 16.0.6-1
llvm-julia 15.0.7.10-1
llvm14 14.0.6-3
llvm15 15.0.7-1
lm32-elf-binutils 2.39-1
lm32-elf-gcc 12.2.0-1
lm32-elf-gdb 12.1-4
lm32-elf-newlib 4.1.0-1
lm_sensors 1:3.6.0.r41.g31d1f125-2
lmdb 0.9.32-1
lmdbxx 1.0.0-2
lmms 1.2.2-21
lnav 0.12.0-1
lockfile-progs 0.1.19-3
log4cplus 2.1.0-1
log4cpp 1.1.4-1
log4cxx 1.1.0-1
logrotate 3.21.0-2
lokalize 23.08.5-1
lorcon 2:2020.06.06-4
loudmouth 1.5.4-1
lout 3.42.2-1
love 11.5-1
lowdown 1.0.2-2
lpeg 1.1.0-1
lprint 1.3.1-1
lpsolve 5.5.2.11-2
lrs 072-1
lrzip 0.651-2
lrzsz 0.12.20-13
lsdvd 0.17-4
lshw B.02.20-1
lskat 23.08.5-1
lsof 4.99.0-1
lsp-plugins 1.2.14-1
lsscsi 0.32-1
lsw 0.3-6
ltrace 0.7.3-4
lttng-ust 2.13.5-2
lttng-ust2.12 2.12.9-1
lua 5.4.6-3
lua-bit32 1:0.13-1
lua-compat53 0.13-1
lua-cqueues 20200726-4
lua-filesystem 1.8.0-4
lua-lanes 3.16.3-1
lua-language-server 3.7.4-1
lua-linenoise 0.9-8
lua-luaossl 20220711-2
lua-luautf8 0.1.5-2
lua-mpack 1.0.10-1
lua-posix 36.2.1-2
lua-psl 0.3-3
lua-sdl2 2.0.5.6.0-5
lua-yaml 1.1.2-7
lua-zlib 1:1.2-4
lua51 5.1.5-11
lua52 5.2.4-6
lua53 5.3.6-2
luadbi 0.7.2-2
luajit 2.1.1702233742-1
luakit 2.3.6-1
luametatex 2.11.01-1
luasec 2:1.3.2-1
luasocket 1:3.1.0-1
lucene++ 3.0.8-7
luit 20240102-1
luksmeta 9-6
luminancehdr 2.6.1-17
luppp 1.2.1-4
lv2 1.18.10-1
lv2file 0.95-2
lv2lint 0.16.2-2
lvm2 2.03.23-1
lvtk 1.2.0-4
lxappearance 0.6.3-4
lxappearance-obconf 0.2.3-3
lxappearance-obconf-gtk3 0.2.3-3
lxc 1:5.0.3-1
lxcfs 5.0.4-1
lxd 5.20-1
lxdm 0.5.3-7
lxhotkey 0.1.1-2
lximage-qt 1.4.0-1
lxlauncher 0.2.5-4
lxmusic 0.4.7-7
lxpanel 0.10.1-1
lxpanel-gtk3 0.10.1-1
lxqt-admin 1.4.0-1
lxqt-archiver 0.9.1-1
lxqt-config 1.4.0-1
lxqt-globalkeys 1.4.0-1
lxqt-notificationd 1.4.0-1
lxqt-panel 1.4.0-1
lxqt-powermanagement 1.4.0-1
lxqt-qtplugin 1.4.0-1
lxqt-runner 1.4.0-1
lxqt-session 1.4.0-1
lxsession 1:0.5.5-2
lxsplit 0.2.4-5
lxtask 0.1.10-2
lxterminal 0.4.0-1
ly 0.6.0-1
lynx 2.8.9-7
lz4 1:1.9.4-2
lzip 1.24-1
lzlib 1.14-1
lzo 2.10-5
lzop 1.04-3
m17n-lib 1.8.4-2
m4 1.4.19-3
m4ri 20200125-2
m4rie 20200125-2
mac 10.46-1
maeparser 1.3.1-2
magma 2.7.2-3
magnum 2020.06-3
magnum-plugins 2020.06-3
magpie-wm 0.9.3-1
mailcommon 23.08.5-1
mailimporter 23.08.5-1
mailutils 3.17-1
maim 5.7.4-7
mairix 0.24-4
make 4.4.1-2
makedumpfile 1.7.4-1
mako 1.8.0-1
malcontent 0.11.1-4
maliit-framework 2.3.0-1
maliit-keyboard 2.3.1-2
mame 0.263-1
man-db 2.12.0-1
manaplus 2.1.3.17-1
mandoc 1.14.6-2
mangohud 0.7.1-1
mapnik 3.1.0-22
marble 23.08.5-1
marco 1.26.2-2
mariadb 11.3.2-1
mariadb-lts 11.2.3-1
marisa 0.2.6-11
marker 2023.05.02-1
marsyas 0.5.0-10
masscan 1.3.2-1
massif-visualizer 0.7.0-5
master_me 1.2.0-1
mate-applet-streamer 0.4.1-1
mate-applets 1.26.1-1
mate-calc 1.26.0-1
mate-control-center 1.26.1-1
mate-desktop 1.26.2-1
mate-media 1.26.2-1
mate-menus 1.26.1-1
mate-netbook 1.26.0-1
mate-notification-daemon 1.26.1-1
mate-panel 1.26.4-1
mate-polkit 1.26.1-1
mate-power-manager 1.26.1-1
mate-screensaver 1.26.2-1
mate-sensors-applet 1.26.0-2
mate-session-manager 1.26.1-1
mate-settings-daemon 1.26.1-1
mate-system-monitor 1.26.2-1
mate-terminal 1.27.1-1
mate-user-share 1.26.0-1
mate-utils 1.26.1-1
materialx 1.38.9-1
matterbridge 1.26.0-1
maude 3.3-1
maui-clip 3.1.0-1
maui-pix 3.1.0-1
mauikit 3.1.0-1
mauikit-documents 3.1.0-1
mauikit-filebrowsing 3.1.0-1
mauikit-imagetools 3.1.0-1
mauikit-terminal 3.1.0-1
mauikit-texteditor 3.1.0-1
mauiman 3.1.0-1
maxcso 1.13.0-2
mbedtls 3.5.1-1
mbedtls2 2.28.7-1
mbelib 1.3.0-2
mbuffer 20240107-1
mc 4.8.31-2
mcabber 1.1.2-2
mcp-plugins 0.4.0-6
mcpp 2.7.2-8
mcqd 1.0.0-3
md4c 0.5.2-1
mda.lv2 1.2.10-1
mdadm 4.2-2
mdds 2.1.1-1
mdns-scan 0.5-6
mdp 1.0.15-2
mediaelch 2.10.6-1
mediainfo 24.01-2
mednafen 1.29.0-3
medusa 2.2-12
megaglest 3.13.0-8
megatools 1.11.1+20230212-2
memcached 1.6.21-1
memray 1.11.1-2
memtest86+ 7.00-1
memtester 4.6.0-1
menu-cache 1.1.0-4
mephisto.lv2 0.18.2-3
mercurial 6.6.3-1
merkaartor 0.19.0-8
merkuro 23.08.5-1
mesa 1:24.0.1-1
mesa-amber 21.3.9-6
mesa-demos 9.0.0-3
meshroom 2023.3.0-1
meson 1.3.2-1
messagelib 23.08.5-1
metacity 3.50.0-3
metalog 20230719-1
metasploit 6.3.57-1
meterbridge 0.9.3-3
mfoc 0.10.7+38+gba072f1-1
mg 20230501-1
mgard 1.0.0-1
mgba 0.10.3-1
mhash 0.9.9.9-5
micronucleus 2.6-2
microsocks 1.0.3-1
microsoft-gsl 4.0.0-1
midi_matrix.lv2 0.30.0-3
mididings 20230114-4
milkytracker 1.04.00-3
milou 5.27.10-1
mimalloc 2.1.2-1
mimetic 0.9.8-3
minetest 5.8.0-2
ming 0.4.8.r68.g04aee523-5
mingw-w64-binutils 2.39-1
mingw-w64-crt 11.0.0-1
mingw-w64-gcc 13.1.0-1
mingw-w64-headers 11.0.0-1
mingw-w64-winpthreads 11.0.0-1
minicom 2.9-1
minidlna 1.3.3-1
minieap 0.93-1
minisat 2.2.1.20201216-1
minisign 0.11-2
minitube 3.9.3-2
miniupnpc 2.2.6-1
miniupnpd 2.3.4-1
minizip-ng 4.0.4-1
minuet 23.08.5-1
miopen-hip 6.0.0-1
mixxx 2.4.0-1
mjpegtools 2.2.1-2
mk-configure 0.38.3-1
mkinitcpio-busybox 1.36.1-1
mkinitcpio-nfs-utils 0.3-8
mktorrent 1.1-6
mkvtoolnix 82.0-2
mlite 0.4.1-1
mlocate 0.26.git.20170220-7
mlt 7.22.0-3
mlton 20210117-5
mmsrip 0.7.0-7
mmtf-cpp 1.1.0-1
mod-lv2-extensions 2022.09.28-1
modem-manager-gui 0.0.20-2
modemmanager 1.22.0-1
modemmanager-qt5 5.115.0-1
modest 0.0.6.d021b90-3
mokutil 0.7.0-1
mold 2.4.0-1
molequeue 0.9.0-3
monero 0.18.3.1-4
monero-gui 0.18.3.1-4
mongo-c-driver 1.25.4-1
monit 5.33.0-1
monitoring-plugins 2.3.5-1
mono 6.12.0.205-1
moony.lv2 0.40.0-2
moosefs 3.0.117-1
moreutils 0.69-1
moserial 3.0.21-1
mosh 1.4.0-6
mosquitto 2.0.18-1
most 5.2.0-1
motion 4.5.1-2
mousepad 0.6.2-1
mousetweaks 3.32.0-2
movit 1.7.1-1
mp3info 0.8.5a-8
mp3splt 2.6.2-3
mp3splt-gtk 0.9.2-4
mpc 0.35-1
mpd 0.23.15-1
mpdecimal 2.5.1-1
mpfi 1.5.4-4
mpfr 4.2.1-2
mpg123 1.32.5-1
mpgtx 1.3.1-7
mplayer 38448-1
mpop 1.4.18-1
mpv 1:0.37.0-2
mpv-mpris 1.1-1
mpvqt 1.0.0-1
mruby 3.2.0-1
msgpack-c 5.0.0-1
msgpack-cxx 5.0.0-1
msitools 0.103-2
msmtp 1.8.25-2
msolve 0.6.5-1
mtd-utils 2.1.6-1
mtdev 1.1.6-2
mtools 1:4.0.43-1
mtpaint 3.50.09-3
mtpfs 1.1-4
mtr 0.95-4
mtxclient 0.9.2-5
muffin 6.0.1-1
mujs 1.3.4-1
multimon-ng 1.3.0-1
multipath-tools 0.9.8-1
mumble 1.5.517-6
munge 0.5.15-5
muparser 2.3.4-1
mupdf 1.23.11-1
mupen64plus 2.5-26
muse 4.2.1-1
musepack 1:0.1+r475-4
musescore 4.2.1-1
musl 1.2.4-1
mustache 4.1-3
mutt 2.2.12-1
mutter 45.4-1
mxml 3.3.1-1
mygui 3.4.2-1
mympd 14.0.3-1
mypaint 2.0.1-3
mypy 1.8.0-1
mysql++ 3.3.0-1
mysql-workbench 8.0.36-1
n2n 3.1.1-2
naev 0.11.3-1
nageru 2.3.0-2
namazu 2.0.21-5
nano 7.2-1
nanomsg 1.2-1
nanosvg 0.1.0.git1.9da543e-3
nasm 2.16.01-1
nautilus 45.2.1-1
nautilus-share 0.7.5-3
nauty 1:2.8.8-2
navit 0.5.6-6
nawk 20231228-1
nbd 3.25-1
nbtscan 1.7.2-1
nccl 2.19.4-1
ncftp 3.2.7-1
ncmpc 0.49-1
ncmpcpp 0.9.2-16
ncnn 20240102-1
ncompress 5.0-2
ncrack 0.7-3
ndctl 78-1
ndisc6 1.0.8-1
ndiswrapper 1.62-4
